res_stname,res_state,res_puma,place_name,pop,real_wage_high_skill,real_wage_low_skill,nominal_wage_everyone,nominal_wage_high_skill,nominal_wage_low_skill,n_move_in_high_skill,n_move_in_low_skill,n_move_out_high_skill,n_move_out_low_skill,net_mig_low_skill,net_mig_high_skill
Pennsylvania,42,3600,York County,114768,91390.31781508941,52840.26557829735,80430.19518330212,110778.65143916267,67760.17860990153,3034,7799,2988,7522,0.0024135647567266136,4.0080858775965426e-4
California,6,9900,Stanislaus County,114352,85340.48943463802,45506.91661782805,70625.92666036425,105676.22849833716,60588.73874758249,2711,11130,2359,10355,0.006777319154890164,0.003078214635511403
Louisiana,22,1500,Capital Region Planning Commission 3,114043,91419.88809910642,44872.93671248022,77160.51466172766,108338.90179296739,56674.865914333095,5672,7785,5985,7674,9.733170821532229e-4,-0.002744578799224854
Florida,12,11700,Seminole County,113645,90899.96844855306,44991.86978106435,82782.92524161456,110410.80606913184,59937.78627809397,6025,7212,5498,6960,0.002217431475207884,0.004637247569184742
Mississippi,28,990,Central Region,110031,82462.9153638981,38849.72276400111,67471.50470175764,98171.21886512089,49050.53569239342,4286,7391,4076,8140,-0.006807172524106842,0.0019085530441421055
Louisiana,22,2400,Regional Planning Commission 6,109260,82056.07904208587,30172.31004778249,68660.38283539105,102119.88689244722,42175.455616124906,7774,6732,7083,7809,-0.00985722130697419,0.0063243639026176095
Indiana,18,1800,Hamilton County,108251,124131.60998510271,60029.34086629002,117731.6654357548,144850.32858318958,75019.62446358557,8487,4992,6575,4790,0.0018660335701286823,0.017662654386564558
New Jersey,34,400,Passaic County,107792,99455.45265121573,52178.0230155466,91837.68677228065,127379.3441363392,73345.03237640865,2131,4738,3105,5406,-0.006197120379991094,-0.009035921033100787
Arkansas,5,900,Pulaski County,107651,89465.05031065313,40536.53713576124,73999.05361220546,105851.63494468859,51497.58871261267,5394,8333,5560,8662,-0.0030561722603598667,-0.0015420200462606013
Wisconsin,55,70100,Waukesha County,107610,113871.91049733813,64604.833213097205,109021.83171699742,135622.07648905675,81813.08259058435,4712,5749,4463,5761,-1.115137998327293e-4,0.002313911346529133
Utah,49,49e3,Utah County,106718,81373.64700404505,53999.480073588595,82532.4788690782,99283.65590897186,69295.25461653444,5758,7918,7160,8034,-0.0010869768923705467,-0.013137427612961262
Ohio,39,1490,Mahoning County,106058,79397.93710130136,42470.91716463365,63685.951673965414,92862.09428425619,52392.42578234316,2478,8669,2222,8428,0.0022723415489637744,0.002413773595579777
Oregon,41,1326,Clackamas County,105072,100073.27387328543,54601.93333469956,92119.25834844363,123992.85662965382,72118.24229445036,6045,7528,4947,7136,0.0037307750875590073,0.010449977158519872
Missouri,29,1700,St. Charles County,104632,102730.14781858384,64062.627032652534,98285.905369676,121685.67831526721,79470.50318719917,4617,6402,4263,6142,0.0024848994571450415,0.0033832861839590183
Missouri,29,2600,Greene County,103626,74997.9074542694,42448.929320885654,66193.32882042114,89141.40105559974,53082.17601619299,4126,9920,3888,9614,0.0029529268716345317,0.0022967209001601915
Missouri,29,1900,St. Louis City,103137,76594.32975055769,33826.98276785031,64575.18115236504,91653.53843033867,44153.03737031278,7384,9230,7348,10360,-0.010956300842568623,3.490502923296198e-4
Florida,12,10100,Pasco County,102668,79174.01784663659,45906.29547605865,71066.38390643791,97301.86785644243,59120.29143969566,3602,6975,3508,7097,-0.0011882962558927806,9.155725250321425e-4
New York,36,3900,NYC-Staten Island Community District 1,102509,104958.87094643114,60036.25799251152,101547.38455409608,131020.43130834411,83076.32819700461,2213,3111,3157,3661,-0.005365382551775942,-0.009208947507048162
California,6,9500,Solano County,101853,93091.54887476379,54383.61945948029,87892.79430030454,118192.9673595602,74302.57162945697,4186,9762,4038,8670,0.010721333686783895,0.0014530745289780369
Ohio,39,3190,Stark County,101448,85685.94563723807,45781.18309617692,69229.3875370629,100281.47122981794,56831.977541573804,2590,7216,2503,7521,-0.0030064663670057567,8.575822096049207e-4
Pennsylvania,42,2700,Berks County,101431,98641.20244901112,50442.74136225535,81810.50786666667,118264.0114724969,65140.750547587086,2166,7360,2391,7014,0.0034111859293509874,-0.0022182567459652375
Virginia,51,10700,Loudoun County,100652,137863.31137601286,79727.29391586248,148450.00521478147,169904.04771974473,105233.79331272618,7933,3098,6804,2852,0.002444064698167945,0.01121686603346183
North Carolina,37,1800,Winston-Salem City,99079,87779.51537738601,40291.08201003166,73044.7004182407,103843.57708137538,51077.639946374504,5034,7758,4787,7380,0.0038151374155976545,0.002492960163102171
California,6,5300,Monterey County,97453,89994.67705437698,46978.733671366295,80022.96750384962,117830.26388685686,65883.24414978022,4531,6060,5335,6195,-0.0013852831621396981,-0.008250130832298646
Indiana,18,1e3,Allen County,97447,86888.49140737687,46362.53042661229,70858.51975446579,100149.35141149804,56649.93093039063,3391,8348,3518,7903,0.0045665849128244075,-0.0013032725481543813
Michigan,26,2700,Washtenaw County,96147,104508.36869315463,48792.84314171884,101328.76602333602,124880.87180469124,63992.13238474673,8189,5471,9582,4770,0.007290919113440877,-0.014488231562087221
Oklahoma,40,190,Northeast Oklahoma,96066,77642.0289042752,48308.80728326307,66515.04037606972,91336.01505659963,58678.46969933552,1831,8274,1994,8130,0.001498969458497283,-0.0016967501509378969
Alabama,1,2090,Montgomery City & Pike Road Town,95902,80277.25405825242,44978.622571881366,70766.11594679634,95762.28473786407,56193.97769979624,3706,9629,3441,9206,0.004410752643323392,0.002763237471585577
Alabama,1,2700,Mobile City,95448,80203.61951372128,42951.04426770126,66510.31788052595,95448.1638955931,53950.5629485936,3069,7509,3143,7803,-0.003080211214483279,-7.752912580672198e-4
Minnesota,27,1100,Anoka County,94883,102265.73654238331,68818.73587413697,97604.00636183943,121855.83973988995,85099.42542258551,2667,6762,2705,6356,0.004278954080288355,-4.004932390417672e-4
California,6,8300,Santa Barbara County,94522,87599.1705286309,48430.013181058996,85939.0575048733,116598.33131725709,68319.62831219248,5263,7061,5653,6777,0.003004591523666448,-0.004126023571232094
Arizona,4,800,Pinal County,94503,73503.17176709117,47974.785729074516,66150.4892471558,88430.99689539378,59531.63227239361,3044,9847,2898,9802,4.7617535951239643e-4,0.0015449244997513306
Missouri,29,900,Clay County,94376,89831.41800127052,56736.60041521799,86426.83048592033,107425.4353204721,70717.40123564872,4987,7633,5507,6361,0.013478002882088667,-0.005509875392048826
Virginia,51,51200,Henrico County,94098,101079.12186275932,49854.67431506849,92698.41598446155,121235.96909908603,64629.15890410959,5839,6518,6008,6228,0.003081893345235818,-0.0017959999149822525
Kentucky,21,1900,Bluegrass Area Development District,94010,90769.00012437037,41784.54999687128,80146.6205009045,106947.54175735339,53177.994337025215,7137,8050,7044,7655,0.004201680672268907,9.892564620785022e-4
North Carolina,37,1300,Durham County,93185,85055.09903571228,40168.14276949727,80064.66161273528,101852.35720692942,52014.05521671659,7875,7401,7975,6551,0.009121639748886624,-0.0010731340881043087
Pennsylvania,42,800,Luzerne County,92493,90002.6652500226,45694.022322273086,71201.36727127233,105518.33809566869,56842.79664030873,2164,6351,2570,6428,-8.324954320867525e-4,-0.004389521369184695
Virginia,51,1300,Arlington County,92452,131590.33579507517,58039.83186571272,146447.41657687526,161313.89996560305,79051.87369290038,13282,2213,14681,1951,0.002833902998312638,-0.015132176697096872
Ohio,39,5400,Butler County,92332,107304.31818014232,54178.89613130655,89551.81996929947,125534.07727758729,67638.65192985607,3136,7293,3190,7053,0.0025993155135814235,-5.848459905558203e-4
New Jersey,34,2300,Mercer County,92163,128850.19569700686,54812.20982299216,115704.10846723928,159075.64165877042,73775.68337958348,4607,4128,6023,4406,-0.003016394865618524,-0.015364083200416653
Tennessee,47,2e3,Hamilton County,91583,84984.64473533127,46358.22845761409,74140.18672343383,101100.05775634402,57731.386889370326,4585,6997,3914,7033,-3.930860530884553e-4,0.007326687267287597
Illinois,17,2890,Winnebago County,90948,84242.25891505247,45875.337871809825,70320.94148905278,100917.43899128074,58535.35500673732,2327,8507,2805,8433,8.136517570479834e-4,-0.005255750538769407
Alaska,2,100,Anchorage Municipality,90345,107652.17736327565,58818.97801254735,100199.82803619567,131591.22559005194,77489.55649266098,5242,8472,6954,11438,-0.03282970834025126,-0.018949582157285958
New Jersey,34,190,Atlantic County,90159,84992.48059815301,44884.69416127963,78007.57495477947,107642.35097009235,63513.15835819658,2336,6838,2535,6580,0.0028616111536285895,-0.002207211703767788
New York,36,400,Oneida County,90095,84199.4086992968,46725.000365075706,70278.92261653767,99370.68462720625,58275.85971485666,2555,5844,2430,5749,0.001054442532881958,0.0013874243853709972
North Carolina,37,5e3,Cumberland County,89873,67693.61656092403,37734.492482711416,59402.958575892124,82887.3149503823,49181.45191059501,4317,9504,4569,10673,-0.013007243554793987,-0.002803956694446608
Virginia,51,51187,Norfolk City,89863,77889.70858878763,37904.62112845138,65720.66243828968,97444.14239160453,51930.65992797119,4541,10762,4071,10734,3.1158541335143497e-4,0.005230183724113373
Virginia,51,4100,Chesterfield County,89310,101453.69443042765,55201.10175566175,93987.67385916937,121762.92162861107,71114.78906087679,4327,5882,3614,5275,0.0067965513380360545,0.007983428507445975
California,6,10700,Tulare County,89280,79178.9135628953,38139.12379100175,59643.358969259614,98384.40899508081,51027.88331104899,1676,7520,2026,7662,-0.0015905017921146953,-0.003920250896057347
California,6,6100,Placer County,89264,104181.63318339213,61384.48001509312,105178.85337627199,131192.92835183328,83513.1947820931,4688,5848,4624,6100,-0.0028230865746549563,7.16974368166338e-4
Maryland,24,900,Howard County,89066,134377.78735679213,71434.6092693768,142336.9854564545,163408.57328150573,94648.34702287249,6666,2959,5922,3041,-9.206655738441157e-4,0.008353355938292952
Texas,48,6600,Coastal Bend COG,88729,87569.99643851584,48785.16405680589,72290.31587615283,105145.759178916,61084.0387172295,3167,11152,3161,10529,0.007021379706747512,6.762163441490381e-5
Pennsylvania,42,2e3,Westmoreland County,88657,94982.59559239028,51819.19665606772,80195.68363184483,110793.46151817669,63092.39626018657,2715,4930,2864,4114,0.009204010963601295,-0.0016806343548732756
South Dakota,46,590,Sioux Falls City,88454,83883.84858120346,49807.75013364436,76422.05050076517,100375.82990541356,61960.96168051708,4069,6959,4454,6973,-1.5827435729305628e-4,-0.004352544825559048
Virginia,51,51e3,Roanoke Valley-Alleghany Regional Commission,88375,84291.80422446407,45668.47131042516,71925.00366964025,100480.83376869033,57153.80619685498,3750,7586,3943,7967,-0.004311173974540311,-0.0021838755304101837
Colorado,8,100,Larimer County,87741,88283.64387673639,51412.24513067264,87253.73268675598,106963.27689605621,66912.81791516989,6571,6658,6145,6709,-5.812561972168086e-4,0.004855198823810989
Oregon,41,700,Lane County,86921,67889.17174640499,41233.57873416478,65553.48593387009,85169.66500859184,54903.57470784641,3776,8256,4185,7858,0.004578870468586418,-0.004705422164954384
Minnesota,27,390,St. Louis,86654,82235.80891501348,48691.26619996772,71350.84912050069,97966.01729120745,60389.167023079404,2426,5959,2527,5759,0.002308029635100515,-0.0011655549657257598
Nebraska,31,800,Lancaster County,86457,81043.03283324711,49757.92679000141,77866.99520186335,96658.1024659424,62477.97796921339,4481,6362,5173,6041,0.0037128283424129912,-0.008003978856541402
New Jersey,34,1e3,Somerset County,85922,144441.81560035056,64592.21148121899,142613.19458434876,176292.64548641542,88143.66449326719,4295,1670,4010,2087,-0.004853238984194968,0.0033169618956728195
Ohio,39,1090,Lake County,84600,96779.70457340508,54485.80540178185,84873.8994520093,115079.6303228286,67878.11367961249,2094,4050,2398,3794,0.003026004728132388,-0.0035933806146572103
Texas,48,4800,Houston-Galveston Area Council,84579,110048.75272896183,65403.10118623962,98651.75342727701,131261.87466129905,78664.80510083037,3236,5717,2801,4841,0.010357180860497287,0.005143120632781187
New York,36,2e3,Albany County,84357,97712.06883250756,52873.947170990934,90183.73100732433,117052.67429255479,67221.16510841456,4886,4353,4872,4984,-0.007480114276230781,1.659613310098747e-4
New York,36,2900,Orange County,84203,103655.95336027896,60349.472121447696,98874.7166778486,130570.89820098272,81601.5708516887,2247,4177,1917,4318,-0.0016745246606415449,0.003919100269586594
Texas,48,4700,Galveston County,83345,109312.74096412456,62922.67094619279,96903.0424017791,130222.08555600232,77442.15458483377,4175,8012,3409,7044,0.01161437398764173,0.00919071330013798
Illinois,17,3600,McHenry County,83090,105500.23680235904,62132.1812283737,100890.40359241761,130063.4807609321,81396.82107843137,2035,4624,2004,5003,-0.004561319051630762,3.7308942110964017e-4
Texas,48,3500,Central Texas COG,82056,83629.44214876032,43756.86714344304,68358.7652293578,100541.47184917355,55582.03601455962,3422,10397,3088,10649,-0.0030710734132787364,0.00407039095252023
Colorado,8,690,Pueblo County,81866,65383.472131551396,41567.89755630315,60201.45451465931,78881.84473732833,53115.352840855994,2994,8139,3005,8687,-0.0066938655852246355,-1.3436591503188138e-4
Florida,12,11500,Sarasota County,80091,73996.34722817036,45692.28597421901,71343.74715170897,92849.541232453,59761.66922938931,3865,6596,3554,6040,0.006942103357430922,0.003883082993095354
New York,36,2200,Broome County,80072,79076.9776043434,46234.59923399935,69135.17917493865,93996.13102913374,57302.393982741916,2585,5310,2904,5302,9.991008092716555e-5,-0.003983914476970727
South Carolina,45,606,Lexington,79262,84363.33066229857,48111.353793993374,74196.60036064465,100203.61275898707,59333.19434253473,2947,5975,2678,5551,0.005349347732835407,0.0033938078776715196
Washington,53,10700,Benton & Franklin Counties,79044,95521.95366858134,51938.07329409818,78969.88851768346,112057.82686680394,64537.8571698693,2886,6257,2800,6338,-0.0010247457112494307,0.0010880016193512475
Tennessee,47,2400,Rutherford County,77637,79796.44285651078,52780.03704023485,77470.68038432699,95295.75669218176,65876.12130892764,3966,6525,3847,5952,0.0073805015649754625,0.0015327743215219547
Oregon,41,1100,Marion County,76256,74370.42135221435,42691.849985787376,65102.20198862633,91625.7791198112,56051.16323194997,2860,7337,2566,6871,0.006110994544691565,0.003855434326479228
Pennsylvania,42,2300,Cumberland County,75985,90702.52162328346,51357.71029677837,82587.63092175951,108650.68427956548,65418.011233831116,3090,4585,2844,4040,0.007172468250312562,0.003237481081792459
Ohio,39,800,Lorain County,75545,97891.8688384786,50678.61720887065,78869.83376898502,115624.5149241003,63080.509647323175,2420,6149,1959,6484,-0.004434443047190416,0.006102323118670991
Pennsylvania,42,2400,Dauphin County,75083,90606.9667934661,49920.57323602345,80325.5494959625,107382.16661445514,63289.36516568981,2783,5833,2892,5742,0.0012119920621179228,-0.001451726755723666
